1	0.908	1.837	35
2	9.622	4.221	35
3	7.018	8.705	25
4	0.501	2.739	20
5	9.182	3.506	20
6	2.17	4.31	30
7	8.701	2.765	20
8	5.062	1.867	35
9	4.955	4.503	30
10	5.38	5.992	30
11	8.265	3.147	20
12	8.392	4.474	25
13	7.846	9.526	30
14	6.658	5.778	25
15	5.346	7.536	20
16	8.683	6.455	25
17	5.131	2.334	30
18	2.298	3.304	35
19	9.398	6.187	35
20	0.195	1.258	35
21	0.081	6.017	30
22	0.581	5.37	35
23	5.664	8.697	35
24	3.137	7.457	35
25	3.434	3.782	30
26	0.131	7.997	30
27	0.404	7.952	20
28	1.177	8.656	25
29	2.439	8.8	35
30	7.291	7.231	35
31	4.445	9.759	35
32	9.35	5.153	25
33	3.234	4.856	35
34	6.414	5.572	35
35	8.374	5.284	20
36	9.504	4.581	30
37	7.54	8.913	20
38	5.357	1.481	35
39	1.334	6.125	30
40	7.669	0.689	25
41	7.059	5.854	25
42	7.105	5.657	20
43	7.824	9.155	30
44	8.013	1.496	35
45	1.166	8.123	25
46	3.779	6.753	20
47	4.024	5.07	20
48	8.026	7.392	30
49	9.509	0.511	35
50	8.475	9.853	25
51	6.925	4.6	25
52	6.241	7.554	30
53	8.186	8.707	30
54	2.334	5.487	35
55	9.605	3.046	35
56	2.902	4.438	35
57	5.505	0.105	35
58	3.582	2.184	25
59	6.049	6.082	30
60	2.117	4.926	20
61	8.599	2.669	30
62	4.361	4.551	30
63	5.037	4.556	20
64	9.63	3.755	35
65	6.496	4.546	25
66	0.258	4.398	20
67	2.97	1.179	20
68	0.906	6.818	25
69	2.054	4.303	30
70	7.347	6.166	30
71	4.814	3.011	25
72	1.113	6.496	35
73	2.868	4.125	30
74	2.489	0.908	25
75	7.843	2.902	35
76	6.235	6.755	30
77	2.586	3.305	20
78	8.077	3.243	35
79	2.177	2.851	25
80	8.132	2.786	25
81	5	5	0
